|stems|tags|text
237|larceni law deal certain type theft crime perpetr take properti belong someon els without permiss prosecut larceni among common crimin proceed municip counti court across countri law enforc author may also choos bring larceni case feder court especi case involv larg conspiraci theft u govern properti whether larceni charg misdemeanor feloni primarili depend much properti taken worth thu establish dollar valu stolen properti prove critic issu larceni case|Larceny|Larceny law deals with certain types of theft crimes in which the perpetrator takes property belonging to someone else without permission. Prosecutions for larceny are among the most common criminal proceedings in municipal and county courts across the country. Law enforcement authorities may also choose to bring larceny cases in federal court, especially cases involving a large conspiracy or the theft of U.S. government property. Whether larceny is charged as a misdemeanor or a felony will primarily depend on how much the property that was taken is worth. Thus, establishing the dollar value of the stolen property can prove a critical issue in a larceny case.
238|first stage crime come larceni definit involv unlaw take anoth properti remov appropri properti law purpos larceni bank repossess car non payment|Larceny|The first stage of a crime that comes under a larceny definition involves the unlawful taking of another's property. So the removal or appropriation of property for a lawful purpose is not larceny, such as when a bank repossesses a car for non-payment.
239|state usual separ larceni differ categori base valu item stolen grand larceni appli higher valu item petit petti larceni appli item lesser valu|Larceny|States usually separate larceny into different categories based on the value of the item stolen. Grand larceny applies to higher-value items, and petit (or petty) larceny applies to items of lesser value.
240|larceni requir someon affirm take properti anoth|Larceny|Larceny requires that someone affirmatively take the property of another.
241|thu larceni may occur bracelet piec jewelri stolen may also occur gym goer own locker gym anoth take control|Larceny|Thus, while larceny may occur when a bracelet or piece of jewelry is stolen, it may also occur when a gym-goer owns a locker at a gym that another takes control over.
242|larceni requir owner properti fail give consent properti taken defend receiv consent borrow take properti cannot charg larceni unlaw take occur|Larceny|Larceny requires that the owner of the property failed to give their consent for the property to be taken. If a defendant receives consent to borrow or take property, he cannot be charged with larceny because no unlawful taking has occurred. 
243|state punish larceni depend natur properti taken|Larceny|In most states, punishment for larceny depends on the nature of the property taken.
244|larceni specif intent crime mean defend must meant take victim properti without plan give back|Larceny|Larceny is a specific intent crime. This means that the defendant must have meant to take the victim's property without planning to give it back. 
245|known larceni take someon els properti without consent intent perman depriv owner properti|Larceny|known as larceny, is the taking of someone else’s property without consent and with the intent to permanently deprive the owner of that property.
246|larceni seen common theft larceni theft item intent depriv owner properti indefinit furthermor could face larceni charg fail perform affirm act prove item question stolen|Larceny|Larceny is seen as common theft. Larceny is the theft of an item with the intent of depriving its owner of their property indefinitely. Furthermore, you could face larceny charges if you fail to perform an affirmative act to prove the item in question wasn’t stolen.
247|type conduct caus driver driver licens revok similar offens result suspens seriou mani case repeat violat follow suspens sinc drive public consid privileg right state gener lot leeway regard revoc driver licens drive non drive relat offens driver licens revok wait specifi period time may appli new one even state may deni applic number reason includ failur pass requir test articl offer gener answer question licens revok howev check state depart motor vehicl specif|License|The types of conduct that can cause a driver to have his or her driver's license revoked are similar to offenses that can result in suspension, only more serious (and in many cases, after repeated violations following a suspension). And since driving on public is considered a privilege and not a right, states generally have a lot of leeway with regard to the revocation of drivers' licenses for both driving- and non-driving-related offenses. If your driver's license is revoked, you will have to wait a specified period of time before you may apply for a new one. But even then, your state may deny your application for a number of reasons, including the failure to pass required tests. This article offers a general answer to the question of How can your license be revoked? However, you should check with your state's department of motor vehicles for specifics.
248|ye driver licens valid everi state howev becom perman resid anoth state appli new licens state often within day move state although new state might make take new drive test state requir take new vision written examin|License|Yes, your driver's license is valid in every state. However, if you become a permanent resident of another state, you will have to apply for a new license in that state (often within 30 days of moving to that state). Although your new state might not make you take a new driving test, some states will require you to take a new vision or written examination.
249|your caught drive suspend revok licens like arrest mani state crime carri hefti fine possibl imprison fine jail time typic increas depend licens suspend revok first place exampl licens suspend revok|License|If you're caught driving with a suspended or revoked license, you will likely be arrested. In many states it's a crime, and carries a hefty fine and the possibility of imprisonment. The fine and jail time typically increase depending on why the license was suspended or revoked in the first place. For example, if your license was suspended or revoked
250|kansa requir applic instruct learner permit least year old parent guardian consent permit administr vision written test must pass submit certif complet driver educ permit durat one year may renew follow condit appli supervis adult age least year drive experi must sit besid permit holder time hold permit driver must complet least hour supervis drive ten must night permit holder cannot use type wireless commun devic drive except report illeg activ call emerg help driver may text talk cell drive except report illeg activ summon emerg help penalti violat condit result suspens licens|License|Kansas requires applicants for an Instruction / Learner's Permit to be at least 14 years old and to have their parents' or guardians' consent. Before the permits administration, a vision and written test must be passed, or submit a certificate of completion from driver education. The permit's duration is one year and it may be renewed. The following conditions apply: A supervising adult, age 21 with at least a year of driving experience, must sit beside the permit holder at all times. While holding this permit, the driver must complete at least 25 hours of supervised driving, ten of which must be at night.  The permit holder cannot use any type of wireless communication device while driving, except to report illegal activity or call for emergency help. Driver may not text or talk on a cell while driving, except to report illegal activity or to summon emergency help. Penalties: Violation of any of the conditions above can result in the suspension of your license.
251|vend machin devic permit one exampl busi licens government permit busi owner often requir possess isnt one set rule obtain licens requir vari one municip anoth busi licens llc offer servic help compani everi state counti jurisdict america obtain vend machin devic permit|License|Vending Machine/Device Permits are just one example of business licenses and governmental permits that business owners are often required to possess. There isn't just one set of rules for obtaining these licenses. The requirements vary from one municipality to another. Business Licenses, LLC offers services to help companies in every state, county, and jurisdiction in America obtain their Vending Machine/Device Permits. 
252|would like start new busi current one want involv sale alcohol beverag busi import learn mani type alcohol beverag licens|License|If you would like to start a new business, or currently have one, and want to involve the sale of alcoholic beverages in your business it is important that you learn about the many types of alcoholic beverage licenses
253|unit state driver licens issu individu state territori district columbia rather feder govern concept feder driver normal requir obtain licens state resid state recogn other licens non resid age requir|License|In the United States, driver's licenses are issued by each individual state, territory, and the District of Columbia rather than by the federal government because of the concept of federalism. Drivers are normally required to obtain a license from their state of residence and all states recognize each other's licenses for non-resident age requirements.
254|unrestrict licens driver licens american driver order drive variou state differ class util distinguish typic driver licens special licens restrict chauffeur motorcycl licens|License|Unrestricted Licenses are driver's licenses that most American drivers have in order to drive. Various states differ on what class they utilize to distinguish between a typical driver's license and special licenses, such as restricted, chauffeur, or motorcycle licenses.
255|handicap permit issu person meet proper guidelin requir handicap drive park access grant special access improv qualiti life driver|License|Handicap Permits are issued to persons who meet the proper guidelines for requiring handicap driving and parking access. They are granted special access to improve their quality of life as a driver
256|class c licens issu state except massachusett commerci non commerci statu non commerci class c licens may use hire recreat vehicl fall class e categori convert buse tractor lawn mower full size greater feet camper requir non commerci class c licens correspond permit state resid|License|Class C licenses are issued in all states, except Massachusetts, in both commercial and non-commercial status. A non-commercial Class C license may not be used for hire. Most recreational vehicles that do not fall into the class D/E category, such as converted buses, tractor, lawn mowers, or full size (greater than 40 feet (12 m)) campers require a non-commercial Class C license and the corresponding permit from the state with which you reside
257|state spend million dollar year clean litter roadway park coastal area addit direct cost litter remov litter also harm environ properti valu econom activ common type litter food packag bottl can plastic bag paper tobacco product state discourag litter varieti method one creat enforc crimin penalti punish unwant behavior state type litter law penalti vari wide base amount type locat litter state exampl weight volum litter determin sever crime state focu type litter impos penalti dump larg item furnitur major applianc mani state also enact legisl address litter certain place public highway coastal area recreat area|Littering|States spend millions of dollars each year to clean up littered roadways, parks, and coastal areas. In addition to the direct cost of litter removal, litter also harms the environment, property values and other economic activity. The most common types of litter are food packaging, bottles, cans, plastic bags, paper and tobacco products. States can discourage littering through a variety of methods, one of which is to create and enforce criminal penalties that punish unwanted behavior. While all states have some type of litter law, penalties vary widely, based on the amount, type, and location of litter. In 10 states, for example, the weight or volume of litter determines the severity of the crime. Other states focus on the type of litter, imposing penalties for dumping large items, such as furniture or major appliances. Many states have also enacted legislation to address littering in certain places, such as public highways, coastal areas, and recreational areas.
258|litter law enforc effort court prosecut use help curtail litter three part comprehens respons environment violat write epstein hammett research unit state depart justic litter dump law found fifti unit state appear take preced municip ordin control violat act public safeti aesthet measur similar state state law defin violat type function person commit action item must litter dump constitut illeg act municip ordin state statut requir human action commit illeg litter dump one held violat state requir law enforc offic design author individu wit illeg act write citat togeth prosecut punit fine import fight illeg litter dump|Littering|Litter laws, enforcement efforts, and court prosecutions are used to help curtail littering. All three are part of a comprehensive response to environmental violators, write Epstein and Hammett, researchers for the United States Department of Justice. Littering and dumping laws, found in all fifty United States, appear to take precedence over municipal ordinances in controlling violations and act as public safety, not aesthetic measures. Similar from state-to-state, these laws define who violators are, the type or function of the person committing the action, and what items must be littered or dumped to constitute an illegal act. Municipal ordinances and state statutes require a human action in committing illegal littering or dumping, for one to be held in violation. Most states require law enforcement officers or designated, authorized individuals, to ...witness the illegal act to write a citation. Together, prosecutions and punitive fines are important in fighting illegal littering and dumping. 
259|illeg dump also call fli dump fli tip dump wast illeg instead use author method kerbsid collect use author rubbish dump illeg deposit wast onto land includ wast dump tip site licens accept wast unit state environment protect agenc develop profil typic illeg dumper characterist offend includ local resid construct landscap contractor wast remov scrap yard oper automobil tire repair shop|Littering|Illegal dumping,[1][2] also called fly dumping or fly tipping,[3] is the dumping of waste illegally instead of using an authorized method such as kerbside collection or using an authorized rubbish dump. It is the illegal deposit of any waste onto land, including waste dumped or tipped on a site with no license to accept waste.[4][5] The United States Environmental Protection Agency developed a profile of the typical illegal dumper. Characteristics of offenders include, local residents, construction and landscaping contractors, waste removers, scrap yard operators, and automobile and tire repair shops
260|illeg dump typic distinguish litter type amount materi manner discard exampl litter could throw cigarett ground howev empti rubbish bin permiss public privat area classifi illeg dump|Littering|Illegal dumping is typically distinguished from littering by the type and amount of material and/or the manner in which it is discarded. An example of littering could be throwing a cigarette on the ground. However, emptying a rubbish bin with no permission in a public or private area can be classified as illegal dumping
261|litter knowingli deposit manner litter public privat properti public privat water without permiss litter trash improperli place nuisanc health concern law regul litter primarili state local law vari state local punish litter usual fine jail term may impos seriou litter offens|Littering|Littering is knowingly depositing in any manner litter on any public or private property or in any public or private waters, without permission to do so. Litter is trash improperly placed so as to be a nuisance or health concern. Laws regulating litter are primarily state and local laws, which vary by state and locality. Punishment for littering is usually a fine, but jail terms may be imposed for more serious littering offenses.
262|person commit crime crimin litter engag follow act knowingli deposit manner litter public privat properti public privat water permiss purpos subdivis item found accumul garbag trash discard materi|Littering|A person commits the crime of criminal littering if he or she engages in any of the following acts: (1) Knowingly deposits in any manner litter on any public or private property or in any public or private waters, having no permission to do so. For purposes of this subdivision, items found in an accumulation of garbage, trash, or other discarded material
263|signific portion litter along roadway u attribut improperli tarp vehicl open bed vehicl well trash recycl collect vehicl properli secur|Littering|A significant portion of litter along roadways in the U.S. is now being attributed to improperly tarped vehicles such as open-bed vehicles as well as trash and recycling collection vehicles that have not been properly secured
264|knowingli deposit manner litter public privat properti public privat water permiss|Littering|Knowingly deposits in any manner litter on any public or private property or in any public or private waters, having no permission to do so. 
265|person commit crime crimin litter engag follow act|Littering|A person commits the crime of criminal littering if he or she engages in any of the following acts
266|reason peopl illeg dump vari howev research indic lack legal wast dispos option primari factor shortag legal dispos option drive demand wast remov servic increas price studi also found unit price involv charg set price per bag garbag thrown may contribut illeg dump|Littering|The reasons people illegally dump vary; however, research indicates that lack of legal waste disposal options is a primary factor. A shortage of legal disposal options drives demand for waste removal service, increasing prices. Studies also have found unit pricing, which involves charging a set price per bag of garbage thrown out, may contribute to illegal dumping.
267|voluntari manslaught involv intent kill person offend prior intent kill defend may intent caus seriou injuri short death|Manslaughter|Voluntary manslaughter involves the intentional killing of a person in which the offender did not have prior intent to kill.[1][2] The defendant may have the intention of causing serious injury short of death. 
268|involuntari manslaught kill anoth person without intent kill person death occur result neglig action defend|Manslaughter|Involuntary manslaughter is the killing of another person without the intent to kill, but where the person's death occurs as a result of the negligent actions of the defendant.[2] 
269|vehicular manslaught class c feloni hold peopl liabl death occur crimin neglig violat traffic safeti law|Manslaughter|Vehicular manslaughter is a class C felony which holds people liable for any death which occurs because of criminal negligence, or a violation of traffic safety laws.
270|intox manslaught vehicular manslaught similar offens requir lesser men rea manslaught offens|Manslaughter|Intoxication manslaughter, vehicular manslaughter and other similar offenses require a lesser mens rea than other manslaughter offenses.
271|manslaught unlaw kill human without malic two kind voluntari upon sudden quarrel heat passion involuntari commiss unlaw act amount feloni commiss unlaw manner without due caution circumspect law act might produc death|Manslaughter|Manslaughter is the unlawful killing of a human being without malice. It is of two kinds Voluntary—Upon a sudden quarrel or heat of passion Involuntary—In the commission of an unlawful act not amounting to a felony, or in the commission in an unlawful manner, or without due caution and circumspection, of a lawful act which might produce death.
272|manslaught crime involv unlaw kill also involv surround circumst partial justifi defend conduct eye law thu manslaught case may doubt defend kill victim|Manslaughter|manslaughter crimes involve unlawful killings, but they also involve surrounding circumstances that partially justify the defendant's conduct in the eyes of the law. Thus, in a manslaughter case, there may be no doubt that the defendant killed the victim.
273|two kind manslaught voluntari involuntari voluntari manslaught defin unlaw intent kill anoth human without malic deliber upon sudden heat passion caus adequ provoc sever element defin characterist voluntari manslaught requir kill commit upon sudden heat passion stereotyp scenario defend arriv home find spous bed anoth person defend kill emot rage trigger unexpect discoveri spous infidel|Manslaughter|There are two kinds of manslaughter, voluntary and involuntary. Voluntary manslaughter is defined as the unlawful and intentional killing of another human being, without malice or deliberation, upon a sudden heat of passion caused by adequate provocation. Of these several elements, the defining characteristic of voluntary manslaughter is the requirement that the killing be committed upon a sudden heat of passion. The stereotypical scenario is that of a defendant who arrives home to find his or her spouse in bed with another person, whom the defendant then kills in an emotional rage triggered by the unexpected discovery of the spouse's infidelity. 
274|manslaught law deal homicid case defend culpabl mitig lack malic deliber|Manslaughter|Manslaughter law deals with homicide cases in which the defendant's culpability is mitigated by a lack of malice or deliberation.
275|similarli outcom voluntari manslaught case also come question adequaci provoc led defend kill provok event must one would creat sudden heat passion averag person defend posit rule situat defend overreact irrat manner|Manslaughter|Similarly, the outcome of a voluntary manslaughter case can also come down to the question of the adequacy of the provocation that led the defendant to kill. The provoking event must have been one that would have created a sudden heat of passion in an average person in the defendant's position. This rules out situations in which the defendant overreacted in an irrational manner.
276|second kind manslaught known involuntari manslaught crime occur defend kill victim accid circumst justifi amount punish often said involuntari manslaught amount crimin neglig word defend act law impos crimin liabil even though defend intend kill common exampl involuntari manslaught driver caus auto wreck result death|Manslaughter|The second kind of manslaughter is known as involuntary manslaughter. This crime occurs when the defendant kills the victim by accident, but under circumstances that justify some amount of punishment. It is often said that involuntary manslaughter amounts to criminal negligence. In other words, the defendant acted so that the law imposes criminal liability, even though the defendant did not intend to kill. A common example of involuntary manslaughter is a driver who causes an auto wreck resulting in death. 
277|marijuana depress|Marijuana|Marijuana Depressants
278|marijuana depress|Marijuana|Marijuana Depressants
279|marijuana depress|Marijuana|Marijuana Depressants
280|marijuana|Marijuana|Marijuana
281|marijuana|Marijuana|Marijuana
282|marijuana|Marijuana|Marijuana
283|marijuana|Marijuana|Marijuana
284|marijuana|Marijuana|Marijuana
285|marijuana|Marijuana|Marijuana
286|marijuana|Marijuana|Marijuana
287|possess methamphetamin otherwis known meth crystal harsh consequ state feder law possess small amount meth lead simpl possess charg possess larger amount lead charg possess intent distribut mean even stiffer penalti|Meth|Possession of methamphetamine, otherwise known as meth, crystal, has harsh consequences in both state and federal law. While possession of a small amount of meth can lead to simple possession charges, possession of a larger amount can lead to a charge of possession with intent to distribute, which can mean even stiffer penalties. 
288|state person arrest possess precursor chemic ingredi meth paraphernalia meth may still charg possess methamphetamin precursor chemic counter drug chemic use product meth among other includ ephedrin methylamin phenyl propanon hydriod acid hydrogen ga meth paraphernalia includ implement use smoke sniff shoot drug well instrument use make weigh packag drug|Meth|In some states, a person arrested for possession of precursor chemicals/ingredients, or meth paraphernalia, but no meth, may still be charged for possession of methamphetamines. Precursor chemicals are any over-the-counter drugs or chemicals used in the production of meth. Among others, this includes ephedrine, methylamine, phenyl-2-propanone, hydriodic acid, and hydrogen gas. Meth paraphernalia includes implements used to smoke, sniff, or shoot the drug, as well as instruments used to make, weigh, or package the drug. 
289|law concern crystal methamphetamin rang state feder jurisdict howev bottom line found possess make sell crystal meth law side|Meth|Laws concerning crystal methamphetamine range in both state and federal jurisdictions. However, the bottom line is that if you are found possessing, making, or selling crystal meth, the law is not on your side.
290|last two decad meth use increas dramat result refer meth epidem respons feder govern state pass law carri increasingli sever penalti person convict offens involv illeg possess sale manufactur|Meth|Over the last two decades, meth use has increased dramatically, resulting in what is now referred to as a meth epidemic. In response, the federal government and the states have passed laws carrying increasingly severe penalties for persons convicted of offenses involving illegal possession, sale, or manufacture.
291|methamphetamin meth use legal prescrib|Meth|Methamphetamine, or meth, can be used legally when it’s prescribed
292|possess meth let alon use crime everi state feder system|Meth|Possessing meth, let alone using it, is a crime in every state and in the federal system
293|possess meth sale seriou crime possess person use accordingli carri greater punish see prosecutor base case amount meth defend possess|Meth|Possessing meth for sale is a more serious crime that possession for personal use. Accordingly, it carries greater punishments (see below). Prosecutors base their cases on the amount of meth the defendant possessed 
294|penalti meth possess sale manufactur vari depend case prosecut|Meth|The penalties for meth possession, sale, and manufacture vary, depending on where the case was prosecuted 
295|even greater penalti appli person convict simpli possess meth possess intent sell|Meth|Even greater penalties apply if a person is convicted not simply of possessing meth, but of possessing it with the intent to sell
296|unlaw use distribut meth result danger circumst lead addit crime|Meth|Unlawfully using or distributing meth can result in dangerous circumstances that lead to additional crimes
297|murder accur crimin homicid unlaw take life anoth state vari degre murder manslaught premedit first degre murder murder commit commiss anoth crime sometim call feloni murder state adopt model penal code classifi differ type murder nevertheless serv basi crimin code state u|Murder|Murder, or more accurately, Criminal Homicide, is the unlawful taking of the life of another. Most states have varying degrees of murder and manslaughter, such as premeditated (or first degree murder), or murder committed during the commission of another crime (sometimes called felony murder). Not all states have adopted the Model Penal Code to classify different types of murder. Nevertheless, it serves as the basis of the criminal codes of 2/3 of the states in the U.S.
298|seriou type crimin homicid murder murder typic broken sever sub categori commonli first second degre murder|Murder|The most serious type of criminal homicide is Murder. Murder is typically broken down further into several sub-categories; commonly first and second degree murder. 
299|first degre murder seriou homicid charg appli intent kill person plan premedit requir malic evil intent forethought plan case usual consid among heinou crime sever punish reserv includ life prison death penalti|Murder|First degree murder is the most serious of all homicide charges, and applies to the intentional killing of a person after planning (or premeditation). It requires malice (evil intent) and forethought (planning). These cases are usually considered among the most heinous crimes and as such, the most severe punishments are reserved for them including life in prison or the death penalty.
300|second degre murder hand usual appli case kill may intent premedit often refer crime passion common exampl jealou husband fli homicid rage kill wife lover find bed togeth state also consid grossli wanton behavior result death anoth second degre murder appli situat one action wanton death anoth person almost assur even kill intent second degre murder also seriou situat defend could face decad life prison though death sentenc possibl case|Murder|Second degree murder, on the other hand, usually applies to cases in which the killing may have been intentional but was not premeditated. These are often referred to as crimes of passion. A common example is the jealous husband that flies into a homicidal rage and kills his wife and her lover when he finds them in bed together. Some states also consider grossly wanton behavior that results in the death of another to be second degree murder. This applies in situations where one's actions were so wanton that the death of another person was almost assured, even if the killing was not intentional. Second degree murder is also very serious, and in most situations the defendant could face decades to life in prison, though the death sentence is not a possibility in these cases. 
301|state develop form homicid crime common exampl feloni murder feloni murder person die defend commit anoth crime exampl sever peopl flee crime scene one car vehicl strike kill pedestrian peopl car may charg feloni murder driver true even though may intend kill anyon|Murder|Some states have developed other forms of homicide crimes. A common example is felony murder. In a felony murder, a person dies while the defendant is committing another crime. For example, if several people are fleeing from a crime scene in one car and their vehicle strikes and kills a pedestrian, all of the people in the car may be charged with felony murder, not just the driver. This is true even though they may not have intended to kill anyone. 
302|intent murder will premedit malic aforethought feloni murder charg may file defend involv danger crime death result crime typic first degre|Murder|Any intentional murder that is willful and premeditated with malice aforethought. Felony murder, a charge that may be filed against a defendant who is involved in a dangerous crime where a death results from the crime,[12] is typically first-degree
303|second degre murder intent murder malic aforethought premedit plan advanc|Murder|Second-degree murder Any intentional murder with malice aforethought, but is not premeditated or planned in advance
304|murder unlaw kill human malic aforethought everi murder perpetr poison lie wait kind will deliber malici premedit kill|Murder|Murder is the unlawful killing of a human being with malice aforethought. Every murder perpetrated by poison, lying in wait, or any other kind of willful, deliberate, malicious, and premeditated killing
305|murder occur one human unlaw kill anoth human see homicid precis legal definit murder vari jurisdict state distinguish differ degre murder state base murder law|Murder|Murder occurs when one human being unlawfully kills another human being. See Homicide. The precise legal definition of murder varies by jurisdiction. Most states distinguish between different degrees of murder. Some other states base their murder laws
306|whether killer act deliber premedit requir first degre murder determin case case basi need deliber premedit mean perpetr must contempl length plan far ahead murder time enough form consciou intent kill act enough time reason person second guess decis typic suffic happen quickli deliber premedit must occur time act kill|Murder|Whether a killer acted with the deliberation and premeditation required for first degree murder can only be determined on a case by case basis. The need for deliberation and premeditation does not mean that the perpetrator must contemplate at length or plan far ahead of the murder. Time enough to form the conscious intent to kill and then act on it after enough time for a reasonable person to second guess the decision typically suffices. While this can happen very quickly, deliberation and premeditation must occur before, and not at the same time as, the act of killing.
307|control substanc law consist prohibit unauthor drug govern determin danger habit form otherwis appropri use without prescript statut set forth law enact level govern includ local municip violat result crimin fine incarcer sever penalti given case determin primarili quantiti control substanc involv whether offend past convict similar crime|Narcotics / Other Drugs|Controlled substance law consists of prohibitions against the unauthorized of drugs that the government has determined to be dangerous, habit-forming, or otherwise not appropriate for use without a prescription. Statutes setting forth these laws have been enacted at all levels of government, including most local municipalities. Violations can result in criminal fines and incarceration. The severity of the penalty in any given case is determined primarily by the quantity of controlled substances involved and whether the offender has past convictions for similar crimes. 
308|place control substanc schedul legislatur enact crimin statut incorpor schedul refer avoid need list substanc cover particular law within text law also provid conveni mean updat drug law within jurisdict individu drug ad remov schedul necessari without need amend drug law exampl year congress ad date rape drug ghb schedul therebi automat make illeg everi feder drug law refer schedul|Narcotics / Other Drugs|By placing all controlled substances into schedules, legislatures can then enact criminal statutes that incorporate the schedules by reference. This avoids the need to list all substances covered by a particular law within the text of the law itself. It also provides a convenient means for updating drug laws within a jurisdiction all at once, as individual drugs can be added or removed from the schedules as necessary without the need to amend all the other drug laws. For example, in the year 2000, Congress added the date-rape drug GHB to Schedule I, thereby automatically making it illegal under every federal drug law that references that schedule. 
309|narcot drug dull sens alter percept popularli use describ drug cannot legal possess sold transport except medicin use physician dentist prescript requir among control substanc heroin cocain l opium|Narcotics / Other Drugs|Narcotics are drugs that dull the senses or alter perception. Popularly used to describe drugs that cannot be legally possessed, sold, or transported except for medicinal uses for which a physician or dentist's prescription is required. Among these controlled substances are heroin, cocaine, L.S.D., opium
310|depress substanc regul control substanc act cover wide varieti drug substanc seriou effect human bodi depress may defin drug substanc slow hinder normal function central nervou system depress said polar opposit stimul also anoth categori control illeg substanc|Narcotics / Other Drugs|Depressants are substances that are regulated by the Controlled Substances Act because they cover a wide variety of drugs and substances and have some serious effects on the human body.  Depressants may defined as drugs or substances that slow down or hinder the normal function of the central nervous system.  Depressants can be said to be the polar opposites of stimulants, also another category of controlled or illegal substances. 
311|unlaw possess narcot also unlaw possess non narcot|Narcotics / Other Drugs|It is unlawful to be under the possession of narcotics and it is also unlawful to be under the possession of non narcotics
312|possess sale anabol steroid without valid prescript illeg simpl possess illicitli obtain anabol steroid carri maximum penalti one year prison minimum fine individu first drug offens|Narcotics / Other Drugs|The possession or sale of anabolic steroids without a valid prescription is illegal. Simple possession of illicitly obtained anabolic steroids carries a maximum penalty of one year in prison and a minimum $1,000 fine if this is an individual's first drug offense.
313|unlaw inhal except unlaw person intent smell inhal fume type substanc defin rcw section appli inhal anesthesia medic dental purpos|Narcotics / Other Drugs|Unlawful inhalation Exception. It is unlawful for any person to intentionally smell or inhale the fumes of any type of substance as defined in RCW 9.47A. ... This section does not apply to the inhalation of any anesthesia for medical or dental purposes.
314|unlaw person inhal ingest possess intent breath inhal drink compound liquid chemic|Narcotics / Other Drugs|it is unlawful for any person to inhale or ingest, or to possess with intent to breathe, inhale, or drink, any compound, liquid, or chemical 
315|illeg sell distribut tobacco anyon age year illeg sell suppli tobacco minor minor may possess purchas attempt possess purchas tobacco nineteen citi kansa includ overland park olath rais tobacco sale age|Narcotics / Other Drugs|It is illegal to sell or distribute tobacco to anyone under the age of 18 years. It is illegal to sell or supply tobacco to a minor. Minors may not possess, purchase, or attempt to possess or purchase tobacco. Nineteen cities in Kansas, including Overland Park and Olathe, have raised their tobacco sales age to 21.
316|hallucinogen found plant fungi synthet produc among oldest known group drug use abil alter human percept mood|Narcotics / Other Drugs|Hallucinogens are found in plants and fungi or are synthetically produced and are among the oldest known group of drugs used for their ability to alter human perception and mood. 
317|obstruct justic act corruptli forc letter commun influenc obstruct imped endeavor influenc obstruct imped due administr justic|Obstruction|obstruction of justice as an act that corruptly or by force, or by any letter or communication, influences, obstructs, or impedes, or endeavors to influence, obstruct, or impede, the due administration of justice.
318|interf kind consid obstruct interf phone line interf legal process interf anoth citizen arrest simpli interf someon els servic consid obstruct depend extent someon obstruct justic person specif intent obstruct interfer judici proceed person convict obstruct justic person must specif intent obstruct proceed person must know proceed actual pend time must connect endeavor obstruct justic proceed person must knowledg connect|Obstruction|interfering of any kind is considered obstruction. Interfering with phone lines, interfering with legal process, interfering with another citizens arrests, or simply interfering with someone else's services can all be consider obstruction depending on the extent. Someone obstructs justice when that person has a specific intent to obstruct or interfere with a judicial proceeding. For a person to be convicted of obstructing justice, that person must not only have the specific intent to obstruct the proceeding, but that person must know (1) that a proceeding was actually pending at the time; and (2) there must be a connection between the endeavor to obstruct justice and the proceeding, and the person must have knowledge of this connection.
319|citizen cannot unlaw restraint anoth citizen unlaw restraint crime restrain anoth person unlaw crime act will interf process justic law especi influenc imped wit potenti wit juror judici legal offic furnish fals inform otherwis imped investig legal process|Obstruction|Citizens cannot unlawfully restraint another citizen. Unlawful restraint is the crime of restraining another person unlawfully. the crime or act of willfully interfering with the process of justice and law especially by influencing or impeding a witness, potential witness, juror, or judicial or legal officer or by furnishing false information in or otherwise impeding an investigation or legal process
320|crime obstruct justic consid crime justic sinc undermin valid legal system|Obstruction|The crime of obstruction of justice is considered a crime against justice itself, since it undermines the validity of the legal system
321|element requir convict obstruct justic charg differ slightli code section|Obstruction|The elements required for a conviction on an obstruction of justice charge differ slightly by code section
322|fals report type obstruct give fals polic report obstruct time offic could use fulfil duti falsifi polic report wast time land troubl resist arrest occur person interfer law enforc offic attempt perform law arrest state call crime obstruct crime feloni misdemeanor depend sever action person arrest|Obstruction|False reporting is a type of obstruction. By giving a false police report, you obstruct time that an officer could be using to fulfill other duties. Do not falsify a police report, it wastes their time and will only land you in trouble. Resisting arrest occurs when a person interferes with a law enforcement officer’s attempt to perform a lawful arrest. Some states call the crime “obstruction.” The crime can be a felony or a misdemeanor, depending on the severity of the actions of the person being arrested.
323|misdemeanor resist arrest misdemeanor obstruct includ action run hide law enforc offic feloni resist arrest usual requir person either act violent toward arrest offic threaten act violent|Obstruction|Misdemeanor resisting arrest (or misdemeanor obstruction) can include actions such as running and hiding from a law enforcement officer. Felony resisting arrest usually requires that a person either act violently toward the arresting officer or threaten to act violently.
324|someth person imped administr court process proper discharg legal duti interfer may work polic investig regulatori agenc prosecutor usual govern offici often actual investig substanti suspicion specif incid need exist support charg obstruct justic activ crime|Obstruction|It is something a person does to impede the administration of a court process or proper discharge of a legal duty. Interference may be with the work of police, investigators, regulatory agencies, prosecutors, or other (usually government) officials. Often, no actual investigation or substantiated suspicion of a specific incident need exist to support a charge of obstruction of justice. Such activity is a crime.
325|judg typic much discret decid hold contempt type contempt held contempt includ parti proceed attorney wit juror peopl around proceed offic staff court two type contempt court crimin contempt court civil contempt|Obstruction|Judges typically have much discretion in deciding whom to hold in contempt and the type of contempt. Those held in contempt can include parties to a proceeding, attorneys, witnesses, jurors, people in or around a proceeding, and officers or staff of the court itself. There are two types of contempt of court: criminal contempt of court and civil contempt.
